section,capability,metric,value
difficulty-4,language,exact_accuracy,0.0
difficulty-4,language,token_accuracy,0.571676721572876
difficulty-4,language,cross_entropy,1.4639455223083495
difficulty-4,language,routing_entropy,0.6492833109199306
difficulty-1,program_execution,exact_accuracy,0.12
difficulty-1,program_execution,token_accuracy,0.26
difficulty-1,program_execution,cross_entropy,2.8172748470306397
difficulty-1,program_execution,routing_entropy,0.6616688668727875
difficulty-2,program_execution,exact_accuracy,0.0
difficulty-2,program_execution,token_accuracy,0.26
difficulty-2,program_execution,cross_entropy,2.613076000213623
difficulty-2,program_execution,routing_entropy,0.6614916622638702
difficulty-3,program_execution,exact_accuracy,0.0
difficulty-3,program_execution,token_accuracy,0.08
difficulty-3,program_execution,cross_entropy,2.85251708984375
difficulty-3,program_execution,routing_entropy,0.6621705663204193
difficulty-4,program_execution,exact_accuracy,0.0
difficulty-4,program_execution,token_accuracy,0.04
difficulty-4,program_execution,cross_entropy,2.8933095073699953
difficulty-4,program_execution,routing_entropy,0.6623374485969543
difficulty-1,selective_copying,exact_accuracy,0.0
difficulty-1,selective_copying,token_accuracy,0.14400000214576722
difficulty-1,selective_copying,cross_entropy,4.018854351043701
difficulty-1,selective_copying,routing_entropy,0.6613891913410508
difficulty-2,selective_copying,exact_accuracy,0.0
difficulty-2,selective_copying,token_accuracy,0.12
difficulty-2,selective_copying,cross_entropy,3.975288276672363
difficulty-2,selective_copying,routing_entropy,0.6588235465685527
difficulty-3,selective_copying,exact_accuracy,0.0
difficulty-3,selective_copying,token_accuracy,0.13090909481048585
difficulty-3,selective_copying,cross_entropy,3.6677878665924073
difficulty-3,selective_copying,routing_entropy,0.6597523083165386
difficulty-4,selective_copying,exact_accuracy,0.0
difficulty-4,selective_copying,token_accuracy,0.1257142898440361
difficulty-4,selective_copying,cross_entropy,3.6648527717590333
difficulty-4,selective_copying,routing_entropy,0.6572289357553366
difficulty-1,stateful_action,exact_accuracy,0.08
difficulty-1,stateful_action,token_accuracy,0.08
difficulty-1,stateful_action,cross_entropy,2.6839669036865232
difficulty-1,stateful_action,routing_entropy,0.6645460702578226
difficulty-2,stateful_action,exact_accuracy,0.0
difficulty-2,stateful_action,token_accuracy,0.013333333730697632
difficulty-2,stateful_action,cross_entropy,4.386447582244873
difficulty-2,stateful_action,routing_entropy,0.6663849020685468
difficulty-3,stateful_action,exact_accuracy,0.0
difficulty-3,stateful_action,token_accuracy,0.0
difficulty-3,stateful_action,cross_entropy,5.867487621307373
difficulty-3,stateful_action,routing_entropy,0.6514648211853844
difficulty-4,stateful_action,exact_accuracy,0.0
difficulty-4,stateful_action,token_accuracy,0.24
difficulty-4,stateful_action,cross_entropy,3.3717999172210695
difficulty-4,stateful_action,routing_entropy,0.6603229439258576
difficulty-1,symbolic,exact_accuracy,0.24
difficulty-1,symbolic,token_accuracy,0.24
difficulty-1,symbolic,cross_entropy,2.4482035493850707
difficulty-1,symbolic,routing_entropy,0.6602350068092346
difficulty-2,symbolic,exact_accuracy,0.0
difficulty-2,symbolic,token_accuracy,0.28
difficulty-2,symbolic,cross_entropy,2.697978582382202
difficulty-2,symbolic,routing_entropy,0.6505201125144958
difficulty-3,symbolic,exact_accuracy,0.2
difficulty-3,symbolic,token_accuracy,0.2
difficulty-3,symbolic,cross_entropy,2.4053444910049437
difficulty-3,symbolic,routing_entropy,0.6628587436676026
difficulty-4,symbolic,exact_accuracy,0.0
difficulty-4,symbolic,token_accuracy,0.0
difficulty-4,symbolic,cross_entropy,6.14210202217102
difficulty-4,symbolic,routing_entropy,0.664310153552464
difficulty-1,working_memory,exact_accuracy,0.16
difficulty-1,working_memory,token_accuracy,0.18
difficulty-1,working_memory,cross_entropy,3.8877799224853518
difficulty-1,working_memory,routing_entropy,0.668138478199641
difficulty-2,working_memory,exact_accuracy,0.08
difficulty-2,working_memory,token_accuracy,0.12
difficulty-2,working_memory,cross_entropy,3.8710520362854
difficulty-2,working_memory,routing_entropy,0.6674292058547339
difficulty-3,working_memory,exact_accuracy,0.04
difficulty-3,working_memory,token_accuracy,0.08
difficulty-3,working_memory,cross_entropy,3.7750601243972777
difficulty-3,working_memory,routing_entropy,0.6662478024429745
difficulty-4,working_memory,exact_accuracy,0.04
difficulty-4,working_memory,token_accuracy,0.06
difficulty-4,working_memory,cross_entropy,3.7506819343566895
difficulty-4,working_memory,routing_entropy,0.6651699798456875
disable_family_mean_exact_accuracy_delta,arithmetic,delta,
disable_family_mean_token_accuracy_delta,arithmetic,delta,
disable_family_mean_token_accuracy_degradation,arithmetic,delta,
disable_family_mean_loss_increase,arithmetic,delta,
disable_family_median_loss_increase,arithmetic,delta,
disable_family_mean_perplexity_increase,arithmetic,delta,
disable_family_evaluated_interventions,arithmetic,delta,0
disable_family_fraction_measurably_worsened,arithmetic,delta,
disable_family_fraction_measurably_improved,arithmetic,delta,
disable_family_mean_exact_accuracy_delta,arithmetic,gpt,
disable_family_mean_token_accuracy_delta,arithmetic,gpt,
disable_family_mean_token_accuracy_degradation,arithmetic,gpt,
disable_family_mean_loss_increase,arithmetic,gpt,
disable_family_median_loss_increase,arithmetic,gpt,
disable_family_mean_perplexity_increase,arithmetic,gpt,
disable_family_evaluated_interventions,arithmetic,gpt,0
disable_family_fraction_measurably_worsened,arithmetic,gpt,
disable_family_fraction_measurably_improved,arithmetic,gpt,
disable_family_mean_exact_accuracy_delta,arithmetic,recurrent,0.0
disable_family_mean_token_accuracy_delta,arithmetic,recurrent,-0.0104166679084301
disable_family_mean_token_accuracy_degradation,arithmetic,recurrent,0.0104166679084301
disable_family_mean_loss_increase,arithmetic,recurrent,0.299711138010025
disable_family_median_loss_increase,arithmetic,recurrent,0.15517055988311768
disable_family_mean_perplexity_increase,arithmetic,recurrent,10.30314042535388
disable_family_evaluated_interventions,arithmetic,recurrent,8
disable_family_fraction_measurably_worsened,arithmetic,recurrent,0.625
disable_family_fraction_measurably_improved,arithmetic,recurrent,0.375
disable_family_mean_exact_accuracy_delta,arithmetic,ssm,0.0
disable_family_mean_token_accuracy_delta,arithmetic,ssm,0.03125
disable_family_mean_token_accuracy_degradation,arithmetic,ssm,-0.03125
disable_family_mean_loss_increase,arithmetic,ssm,0.29722896218299866
disable_family_median_loss_increase,arithmetic,ssm,0.31281018257141113
disable_family_mean_perplexity_increase,arithmetic,ssm,18.57649162532899
disable_family_evaluated_interventions,arithmetic,ssm,8
disable_family_fraction_measurably_worsened,arithmetic,ssm,0.875
disable_family_fraction_measurably_improved,arithmetic,ssm,0.125
disable_family_mean_exact_accuracy_delta,associative_recall,delta,
disable_family_mean_token_accuracy_delta,associative_recall,delta,
disable_family_mean_token_accuracy_degradation,associative_recall,delta,
disable_family_mean_loss_increase,associative_recall,delta,
disable_family_median_loss_increase,associative_recall,delta,
disable_family_mean_perplexity_increase,associative_recall,delta,
disable_family_evaluated_interventions,associative_recall,delta,0
disable_family_fraction_measurably_worsened,associative_recall,delta,
disable_family_fraction_measurably_improved,associative_recall,delta,
disable_family_mean_exact_accuracy_delta,associative_recall,gpt,
disable_family_mean_token_accuracy_delta,associative_recall,gpt,
disable_family_mean_token_accuracy_degradation,associative_recall,gpt,
disable_family_mean_loss_increase,associative_recall,gpt,
disable_family_median_loss_increase,associative_recall,gpt,
disable_family_mean_perplexity_increase,associative_recall,gpt,
disable_family_evaluated_interventions,associative_recall,gpt,0
disable_family_fraction_measurably_worsened,associative_recall,gpt,
disable_family_fraction_measurably_improved,associative_recall,gpt,
disable_family_mean_exact_accuracy_delta,associative_recall,recurrent,0.0
disable_family_mean_token_accuracy_delta,associative_recall,recurrent,-0.095238097012043
disable_family_mean_token_accuracy_degradation,associative_recall,recurrent,0.095238097012043
disable_family_mean_loss_increase,associative_recall,recurrent,0.9717735648155212
disable_family_median_loss_increase,associative_recall,recurrent,0.7301216125488281
disable_family_mean_perplexity_increase,associative_recall,recurrent,148.78711859957912
disable_family_evaluated_interventions,associative_recall,recurrent,8
disable_family_fraction_measurably_worsened,associative_recall,recurrent,1.0
disable_family_fraction_measurably_improved,associative_recall,recurrent,0.0
disable_family_mean_exact_accuracy_delta,associative_recall,ssm,0.0
disable_family_mean_token_accuracy_delta,associative_recall,ssm,-0.11904762126505375
disable_family_mean_token_accuracy_degradation,associative_recall,ssm,0.11904762126505375
disable_family_mean_loss_increase,associative_recall,ssm,0.20996204018592834
disable_family_median_loss_increase,associative_recall,ssm,0.1347336769104004
disable_family_mean_perplexity_increase,associative_recall,ssm,10.010594184403901
disable_family_evaluated_interventions,associative_recall,ssm,8
disable_family_fraction_measurably_worsened,associative_recall,ssm,1.0
disable_family_fraction_measurably_improved,associative_recall,ssm,0.0
disable_family_mean_exact_accuracy_delta,compression,delta,
disable_family_mean_token_accuracy_delta,compression,delta,
disable_family_mean_token_accuracy_degradation,compression,delta,
disable_family_mean_loss_increase,compression,delta,
disable_family_median_loss_increase,compression,delta,
disable_family_mean_perplexity_increase,compression,delta,
disable_family_evaluated_interventions,compression,delta,0
disable_family_fraction_measurably_worsened,compression,delta,
disable_family_fraction_measurably_improved,compression,delta,
disable_family_mean_exact_accuracy_delta,compression,gpt,
disable_family_mean_token_accuracy_delta,compression,gpt,
disable_family_mean_token_accuracy_degradation,compression,gpt,
disable_family_mean_loss_increase,compression,gpt,
disable_family_median_loss_increase,compression,gpt,
disable_family_mean_perplexity_increase,compression,gpt,
disable_family_evaluated_interventions,compression,gpt,0
disable_family_fraction_measurably_worsened,compression,gpt,
disable_family_fraction_measurably_improved,compression,gpt,
disable_family_mean_exact_accuracy_delta,compression,recurrent,0.0
disable_family_mean_token_accuracy_delta,compression,recurrent,-0.2083333395421505
disable_family_mean_token_accuracy_degradation,compression,recurrent,0.2083333395421505
disable_family_mean_loss_increase,compression,recurrent,0.7346406430006027
disable_family_median_loss_increase,compression,recurrent,0.7177051305770874
disable_family_mean_perplexity_increase,compression,recurrent,11.24423281050693
disable_family_evaluated_interventions,compression,recurrent,8
disable_family_fraction_measurably_worsened,compression,recurrent,1.0
disable_family_fraction_measurably_improved,compression,recurrent,0.0
disable_family_mean_exact_accuracy_delta,compression,ssm,0.0
disable_family_mean_token_accuracy_delta,compression,ssm,-0.1250000037252903
disable_family_mean_token_accuracy_degradation,compression,ssm,0.1250000037252903
disable_family_mean_loss_increase,compression,ssm,0.4296018034219742
disable_family_median_loss_increase,compression,ssm,0.4074167013168335
disable_family_mean_perplexity_increase,compression,ssm,4.855826324102737
disable_family_evaluated_interventions,compression,ssm,8
disable_family_fraction_measurably_worsened,compression,ssm,1.0
disable_family_fraction_measurably_improved,compression,ssm,0.0
disable_family_mean_exact_accuracy_delta,fuzzy_recall,delta,
disable_family_mean_token_accuracy_delta,fuzzy_recall,delta,
disable_family_mean_token_accuracy_degradation,fuzzy_recall,delta,
disable_family_mean_loss_increase,fuzzy_recall,delta,
disable_family_median_loss_increase,fuzzy_recall,delta,
disable_family_mean_perplexity_increase,fuzzy_recall,delta,
disable_family_evaluated_interventions,fuzzy_recall,delta,0
disable_family_fraction_measurably_worsened,fuzzy_recall,delta,
disable_family_fraction_measurably_improved,fuzzy_recall,delta,
disable_family_mean_exact_accuracy_delta,fuzzy_recall,gpt,
disable_family_mean_token_accuracy_delta,fuzzy_recall,gpt,
disable_family_mean_token_accuracy_degradation,fuzzy_recall,gpt,
disable_family_mean_loss_increase,fuzzy_recall,gpt,
disable_family_median_loss_increase,fuzzy_recall,gpt,
disable_family_mean_perplexity_increase,fuzzy_recall,gpt,
disable_family_evaluated_interventions,fuzzy_recall,gpt,0
disable_family_fraction_measurably_worsened,fuzzy_recall,gpt,
disable_family_fraction_measurably_improved,fuzzy_recall,gpt,
disable_family_mean_exact_accuracy_delta,fuzzy_recall,recurrent,0.0
disable_family_mean_token_accuracy_delta,fuzzy_recall,recurrent,-0.13541666977107525
disable_family_mean_token_accuracy_degradation,fuzzy_recall,recurrent,0.13541666977107525
disable_family_mean_loss_increase,fuzzy_recall,recurrent,0.2799675017595291
disable_family_median_loss_increase,fuzzy_recall,recurrent,0.2701754570007324
disable_family_mean_perplexity_increase,fuzzy_recall,recurrent,1.991128761978918
disable_family_evaluated_interventions,fuzzy_recall,recurrent,8
disable_family_fraction_measurably_worsened,fuzzy_recall,recurrent,0.875
disable_family_fraction_measurably_improved,fuzzy_recall,recurrent,0.125
disable_family_mean_exact_accuracy_delta,fuzzy_recall,ssm,0.0
disable_family_mean_token_accuracy_delta,fuzzy_recall,ssm,-0.2100694477558136
disable_family_mean_token_accuracy_degradation,fuzzy_recall,ssm,0.2100694477558136
disable_family_mean_loss_increase,fuzzy_recall,ssm,0.6740631014108658
disable_family_median_loss_increase,fuzzy_recall,ssm,0.6516727209091187
disable_family_mean_perplexity_increase,fuzzy_recall,ssm,6.109426750996301
disable_family_evaluated_interventions,fuzzy_recall,ssm,8
disable_family_fraction_measurably_worsened,fuzzy_recall,ssm,1.0
disable_family_fraction_measurably_improved,fuzzy_recall,ssm,0.0
disable_family_mean_exact_accuracy_delta,language,delta,
disable_family_mean_token_accuracy_delta,language,delta,
disable_family_mean_token_accuracy_degradation,language,delta,
disable_family_mean_loss_increase,language,delta,
disable_family_median_loss_increase,language,delta,
disable_family_mean_perplexity_increase,language,delta,
disable_family_evaluated_interventions,language,delta,0
disable_family_fraction_measurably_worsened,language,delta,
disable_family_fraction_measurably_improved,language,delta,
disable_family_mean_exact_accuracy_delta,language,gpt,
disable_family_mean_token_accuracy_delta,language,gpt,
disable_family_mean_token_accuracy_degradation,language,gpt,
disable_family_mean_loss_increase,language,gpt,
disable_family_median_loss_increase,language,gpt,
disable_family_mean_perplexity_increase,language,gpt,
disable_family_evaluated_interventions,language,gpt,0
disable_family_fraction_measurably_worsened,language,gpt,
disable_family_fraction_measurably_improved,language,gpt,
disable_family_mean_exact_accuracy_delta,language,recurrent,0.0
disable_family_mean_token_accuracy_delta,language,recurrent,-0.11655766889452934
disable_family_mean_token_accuracy_degradation,language,recurrent,0.11655766889452934
disable_family_mean_loss_increase,language,recurrent,0.3307833820581436
disable_family_median_loss_increase,language,recurrent,0.32998543977737427
disable_family_mean_perplexity_increase,language,recurrent,1.7105398756704293
disable_family_evaluated_interventions,language,recurrent,8
disable_family_fraction_measurably_worsened,language,recurrent,1.0
disable_family_fraction_measurably_improved,language,recurrent,0.0
disable_family_mean_exact_accuracy_delta,language,ssm,0.0
disable_family_mean_token_accuracy_delta,language,ssm,-0.10638048127293587
disable_family_mean_token_accuracy_degradation,language,ssm,0.10638048127293587
disable_family_mean_loss_increase,language,ssm,0.28475381433963776
disable_family_median_loss_increase,language,ssm,0.28862351179122925
disable_family_mean_perplexity_increase,language,ssm,1.404796041538839
disable_family_evaluated_interventions,language,ssm,8
disable_family_fraction_measurably_worsened,language,ssm,1.0
disable_family_fraction_measurably_improved,language,ssm,0.0
disable_family_mean_exact_accuracy_delta,program_execution,delta,
disable_family_mean_token_accuracy_delta,program_execution,delta,
disable_family_mean_token_accuracy_degradation,program_execution,delta,
disable_family_mean_loss_increase,program_execution,delta,
disable_family_median_loss_increase,program_execution,delta,
disable_family_mean_perplexity_increase,program_execution,delta,
disable_family_evaluated_interventions,program_execution,delta,0
disable_family_fraction_measurably_worsened,program_execution,delta,
disable_family_fraction_measurably_improved,program_execution,delta,
disable_family_mean_exact_accuracy_delta,program_execution,gpt,
disable_family_mean_token_accuracy_delta,program_execution,gpt,
disable_family_mean_token_accuracy_degradation,program_execution,gpt,
disable_family_mean_loss_increase,program_execution,gpt,
disable_family_median_loss_increase,program_execution,gpt,
disable_family_mean_perplexity_increase,program_execution,gpt,
disable_family_evaluated_interventions,program_execution,gpt,0
disable_family_fraction_measurably_worsened,program_execution,gpt,
disable_family_fraction_measurably_improved,program_execution,gpt,
disable_family_mean_exact_accuracy_delta,program_execution,recurrent,0.0
disable_family_mean_token_accuracy_delta,program_execution,recurrent,-0.1875
disable_family_mean_token_accuracy_degradation,program_execution,recurrent,0.1875
disable_family_mean_loss_increase,program_execution,recurrent,1.005451649427414
disable_family_median_loss_increase,program_execution,recurrent,1.0126851797103882
disable_family_mean_perplexity_increase,program_execution,recurrent,27.731314828121835
disable_family_evaluated_interventions,program_execution,recurrent,8
disable_family_fraction_measurably_worsened,program_execution,recurrent,1.0
disable_family_fraction_measurably_improved,program_execution,recurrent,0.0
disable_family_mean_exact_accuracy_delta,program_execution,ssm,0.0
disable_family_mean_token_accuracy_delta,program_execution,ssm,0.0
disable_family_mean_token_accuracy_degradation,program_execution,ssm,-0.0
disable_family_mean_loss_increase,program_execution,ssm,0.09868881106376648
disable_family_median_loss_increase,program_execution,ssm,0.10944843292236328
disable_family_mean_perplexity_increase,program_execution,ssm,1.5845796700955141
disable_family_evaluated_interventions,program_execution,ssm,8
disable_family_fraction_measurably_worsened,program_execution,ssm,0.875
disable_family_fraction_measurably_improved,program_execution,ssm,0.125
disable_family_mean_exact_accuracy_delta,selective_copying,delta,
disable_family_mean_token_accuracy_delta,selective_copying,delta,
disable_family_mean_token_accuracy_degradation,selective_copying,delta,
disable_family_mean_loss_increase,selective_copying,delta,
disable_family_median_loss_increase,selective_copying,delta,
disable_family_mean_perplexity_increase,selective_copying,delta,
disable_family_evaluated_interventions,selective_copying,delta,0
disable_family_fraction_measurably_worsened,selective_copying,delta,
disable_family_fraction_measurably_improved,selective_copying,delta,
disable_family_mean_exact_accuracy_delta,selective_copying,gpt,0.0
disable_family_mean_token_accuracy_delta,selective_copying,gpt,0.0
disable_family_mean_token_accuracy_degradation,selective_copying,gpt,-0.0
disable_family_mean_loss_increase,selective_copying,gpt,-0.00560450553894043
disable_family_median_loss_increase,selective_copying,gpt,-0.00560450553894043
disable_family_mean_perplexity_increase,selective_copying,gpt,-0.23967076649080354
disable_family_evaluated_interventions,selective_copying,gpt,1
disable_family_fraction_measurably_worsened,selective_copying,gpt,0.0
disable_family_fraction_measurably_improved,selective_copying,gpt,1.0
disable_family_mean_exact_accuracy_delta,selective_copying,recurrent,0.0
disable_family_mean_token_accuracy_delta,selective_copying,recurrent,-0.004261363297700882
disable_family_mean_token_accuracy_degradation,selective_copying,recurrent,0.004261363297700882
disable_family_mean_loss_increase,selective_copying,recurrent,0.9510559439659119
disable_family_median_loss_increase,selective_copying,recurrent,0.9524563550949097
disable_family_mean_perplexity_increase,selective_copying,recurrent,70.63569789062146
disable_family_evaluated_interventions,selective_copying,recurrent,8
disable_family_fraction_measurably_worsened,selective_copying,recurrent,1.0
disable_family_fraction_measurably_improved,selective_copying,recurrent,0.0
disable_family_mean_exact_accuracy_delta,selective_copying,ssm,0.0
disable_family_mean_token_accuracy_delta,selective_copying,ssm,-0.007142857648432255
disable_family_mean_token_accuracy_degradation,selective_copying,ssm,0.007142857648432255
disable_family_mean_loss_increase,selective_copying,ssm,0.019162118434906006
disable_family_median_loss_increase,selective_copying,ssm,-0.046494483947753906
disable_family_mean_perplexity_increase,selective_copying,ssm,1.5229679158949216
disable_family_evaluated_interventions,selective_copying,ssm,8
disable_family_fraction_measurably_worsened,selective_copying,ssm,0.25
disable_family_fraction_measurably_improved,selective_copying,ssm,0.75
disable_family_mean_exact_accuracy_delta,stateful_action,delta,
disable_family_mean_token_accuracy_delta,stateful_action,delta,
disable_family_mean_token_accuracy_degradation,stateful_action,delta,
disable_family_mean_loss_increase,stateful_action,delta,
disable_family_median_loss_increase,stateful_action,delta,
disable_family_mean_perplexity_increase,stateful_action,delta,
disable_family_evaluated_interventions,stateful_action,delta,0
disable_family_fraction_measurably_worsened,stateful_action,delta,
disable_family_fraction_measurably_improved,stateful_action,delta,
disable_family_mean_exact_accuracy_delta,stateful_action,gpt,0.0
disable_family_mean_token_accuracy_delta,stateful_action,gpt,0.0
disable_family_mean_token_accuracy_degradation,stateful_action,gpt,-0.0
disable_family_mean_loss_increase,stateful_action,gpt,0.8825085163116455
disable_family_median_loss_increase,stateful_action,gpt,0.8825085163116455
disable_family_mean_perplexity_increase,stateful_action,gpt,24.830792734687492
disable_family_evaluated_interventions,stateful_action,gpt,1
disable_family_fraction_measurably_worsened,stateful_action,gpt,1.0
disable_family_fraction_measurably_improved,stateful_action,gpt,0.0
disable_family_mean_exact_accuracy_delta,stateful_action,recurrent,0.0
disable_family_mean_token_accuracy_delta,stateful_action,recurrent,-0.0625
disable_family_mean_token_accuracy_degradation,stateful_action,recurrent,0.0625
disable_family_mean_loss_increase,stateful_action,recurrent,1.4198679029941559
disable_family_median_loss_increase,stateful_action,recurrent,1.015162467956543
disable_family_mean_perplexity_increase,stateful_action,recurrent,278.6002001040565
disable_family_evaluated_interventions,stateful_action,recurrent,8
disable_family_fraction_measurably_worsened,stateful_action,recurrent,1.0
disable_family_fraction_measurably_improved,stateful_action,recurrent,0.0
disable_family_mean_exact_accuracy_delta,stateful_action,ssm,0.0
disable_family_mean_token_accuracy_delta,stateful_action,ssm,-0.03125
disable_family_mean_token_accuracy_degradation,stateful_action,ssm,0.03125
disable_family_mean_loss_increase,stateful_action,ssm,0.06651380658149719
disable_family_median_loss_increase,stateful_action,ssm,0.006285905838012695
disable_family_mean_perplexity_increase,stateful_action,ssm,16.34644605833404
